GT17-088;;1;7 328,00;1
GT17-089;;1;7 484,00;
GT17-090;;1;7 173,00;
GT17-092;толстый;1;6 861,00;1
GT17-092-1;тонкий;5;6 861,00;1
GT17-095;;1;7 640,00;1
GT17-103;;2;4 990,00;1
GT17-104;;1;6 237,00;1
GT17-112;;1;7 484,00;1
GT17-113R;;1;7 173,00;1
GT17-114BR;;2;7 640,00;1
GT17-115;;1;8 732,00;
GT17-117BG;;1;14 033,00;1
GT17-123;;1;8 108,00;
GT17-128;;2;7 796,00;1
GT17-129;;3;7 796,00;1
GT17-131;;1;8 264,00;
GT17-134B;;1;8 888,00;
GT17-144B;;1;7 328,00;1
GT17-149;;1;7 173,00;1
GT17-153B;;1;7 952,00;
GT17-161BG;;4;16 060,00;
GT17-162BG;;1;16 060,00;1
GT17-168;;4;6 861,00;1
GT17-169;;3;6 861,00;1
GT17-201;;2;8 264,00;
GT17-202BR;;1;9 044,00;
GT17-227B;;3;10 135,00;1
GT18-005;;1;6 393,00;1
GT18-006;;1;5 925,00;1
GT18-012;;1;6 393,00;
GT18-013;;2;6 393,00;1
GT18-017;;1;8 264,00;1
GT20-000;;1;4 990,00;1
GT20-001;;2;5 769,00;
GT20-008;;2;5 613,00;1
GT20-011;;1;6 549,00;1
GT20-014;;1;5 613,00;1
GT20-015;GT20-052;3;5 613,00;1
GT20-017;;1;5 613,00;
GT20-020;;2;5 301,00;1
GT20-021;;2;5 457,00;1
GT20-023-1;;1;5 146,00;
GT20-027-W;;4;7 640,00;1
GT20-029;Заменен на GT20-038;1;7 796,00;1
GT20-030;;4;7 328,00;1
GT20-031;;1;8 264,00;
GT20-032;;1;7 328,00;1
GT20-034;;2;5 925,00;1
GT20-035;;2;7 328,00;1
GT20-044;;5;6 861,00;1
GT20-050;;1;6 549,00;
GT20-057;;1;8 264,00;1
GT20-062;;1;7 328,00;1
GT20-068;;2;8 732,00;1
GT20-072B;;1;9 044,00;1
GT20-077;;2;7 640,00;1
GT20-078BG;;2;16 372,00;1
GT20-081;;2;8 108,00;1
GT20-085;;1;6 237,00;
GT20-089;;1;6 549,00;1
GT20-095B;;1;9 823,00;
GT20-099B;;1;8 732,00;1
GT20-113B;;2;9 511,00;
GT20-118BR;;1;8 108,00;1
GT22-000;;1;6 705,00;1
GT22-001;;1;6 549,00;
GT22-002;;2;6 705,00;
GT22-008;;1;7 017,00;1
GT22-009;;1;7 017,00;1
GT22-011;;2;5 457,00;
GT22-014;;1;5 925,00;1
GT22-015;;3;6 393,00;1
GT22-017;;3;6 705,00;
GT22-018;;1;7 017,00;
GT22-020;;6;6 861,00;1
GT22-021;;1;7 952,00;1
GT22-023;;4;7 952,00;1
GT22-026;;4;7 952,00;1
GT22-028;;1;5 301,00;
